"",".groups","time","HR1","HR2","Resp1","Resp2"
"1","1",0.636525,-0.0808982287526152,0.103843020011518,0.27171691393468,-0.264389088904211
"2","2",0.63819167,-0.0808982287526152,0.103843020011518,-0.0798455887708783,-0.344243641767774
"3","3",0.63985833,-0.0808982287526152,0.016913530968814,-0.502110183596382,-0.40107929505422
"4","4",0.641525,-0.0808982287526152,-0.0136292624786221,-0.818361759993038,-0.424618713497677
"5","5",0.64319167,-0.0808982287526152,-0.0136292624786221,-0.869402926229703,-0.421189167672237
"6","6",0.64485833,-0.0808982287526152,-0.0136292624786221,-0.66072305081982,-0.408359191530422
"7","7",0.646525,-0.0808982287526152,-0.0136292624786221,-0.31887434719066,-0.336191761886203
"8","8",0.64819167,-0.0808982287526152,-0.0136292624786221,0.041293225179384,-0.129243273880008
"9","9",0.64985833,-0.0808982287526152,-0.0899252186873462,0.358834365640273,0.167142228470364
"10","10",0.651525,-0.0808982287526152,-0.437495685860424,0.596366479924195,0.447026966450184
"11","11",0.65319167,-0.0808982287526152,-0.437495685860424,0.744173689041805,0.64930898006093
"12","12",0.65485833,-0.0808982287526152,-0.437495685860424,0.827280016871757,0.754573135460499
"13","13",0.656525,-0.0808982287526152,-0.437495685860424,0.87533709522922,0.776565385443158
"14","14",0.65819167,-0.0808982287526152,-0.437495685860424,0.903402092550908,0.756974608307297
"15","15",0.65985833,-0.0808982287526152,-0.437495685860424,0.91334229634363,0.729840431180497
"16","16",0.661525,-0.0808982287526152,-0.456423245672284,0.911034243254054,0.719407040547379
"17","17",0.66319167,-0.0808982287526152,-0.468024008137617,0.904024048813521,0.721631859459074
"18","18",0.66485833,-0.0808982287526152,-0.468024008137617,0.885814486826115,0.720967968388614
"19","19",0.666525,-1.1646967828015,-0.468024008137617,0.825727887650362,0.705737491467248
"20","20",0.66819167,-2.60135998235468,-0.468024008137617,0.700151092754449,0.679482691889567
"21","21",0.66985833,-2.60135998235468,-0.468024008137617,0.529638097223221,0.64670975324791
"22","22",0.671525,-2.60135998235468,-0.469531860225002,0.357176643192705,0.610521811215422
"23","23",0.67319167,-2.60135998235468,-0.518285744383788,0.199038626548891,0.578385538046489
"24","24",0.67485833,-2.60135998235468,-0.518285744383788,0.0601223265403009,0.556606564246724
"25","25",0.676525,-2.60135998235468,-0.518285744383788,-0.0560576085940213,0.559579007021466
"26","26",0.67819167,-2.60135998235468,-0.518285744383788,-0.166510002974616,0.577535634964967
"27","27",0.67985833,-2.60135998235468,-0.518285744383788,-0.263981377191912,0.594056689310596
"28","28",0.681525,-2.60135998235468,-0.518285744383788,-0.332099653533241,0.604934931861172
"29","29",0.68319167,-2.33548469957971,-0.446945798550013,-0.373612667701374,0.624838857374744
"30","30",0.68485833,-1.9830453712501,-0.375605852716238,-0.376801116981309,0.649213790761503
"31","31",0.686525,-1.9830453712501,-0.375605852716238,-0.353390394445911,0.656932197573599
"32","32",0.68819167,-1.9830453712501,-0.375605852716238,-0.315803421550064,0.647500599386764
"33","33",0.68985833,-1.9830453712501,-0.375605852716238,-0.270347392150543,0.632019425550901
"34","34",0.691525,-1.9830453712501,-0.375605852716238,-0.217008433202565,0.617838198787486
"35","35",0.69319167,-1.9830453712501,-0.311059902051827,-0.179237427122079,0.588701485983561
"36","36",0.69485833,-1.9830453712501,-0.127352196314658,-0.163457679779824,0.538723998569666
"37","37",0.696525,-1.9830453712501,-0.127352196314658,-0.167298597913928,0.492748920897322
"38","38",0.69819167,-1.9830453712501,-0.127352196314658,-0.19158602290351,0.465359113229005
"39","39",0.69985833,-1.61638208466625,-0.127352196314658,-0.223385286160754,0.419054497045091
"40","40",0.701525,-1.13034005361324,-0.127352196314658,-0.273200278926167,0.332824417411959
"41","41",0.70319167,-1.13034005361324,-0.0997900985038758,-0.331921857645216,0.241017834856699
"42","42",0.70485833,-1.13034005361324,0.0563951224238865,-0.403952255598996,0.184650509683209
"43","43",0.706525,-1.13034005361324,0.0563951224238865,-0.544915871169245,0.171081260970371
"44","44",0.70819167,-1.13034005361324,0.0563951224238865,-0.684365668574757,0.18006559250127
