"X",".groups","time","HR1","HR2","Resp1","Resp2"
1,1,11.010608,-0.616300064270505,0.77504779907693,-0.318970157626839,1.1888575243505
2,2,11.012275,-0.777830666714567,0.603782239114024,0.933671443064088,0.316015283169736
3,3,11.013941,0.982761121174315,0.478626637602669,-1.29825907904662,-0.48597200095693
4,4,11.015607,0.312042006025905,-0.718489224367638,0.711215055635147,1.03083924577449
5,5,11.017277,-0.0342407216278359,-1.53426052885841,0.258607874357386,0.600516161666863
6,6,11.018943,-2.12785938814137,-1.27753446787969,0.99223202055639,0.78837097531338
7,7,11.020607,0.565534917361416,0.216863950393091,1.02839836350821,-2.52317697409379
8,8,11.022275,-0.145383290895232,0.800642372937422,0.918105475474655,-1.69254086729611
9,9,11.023941,-2.26141582716216,0.996476940212404,0.516103641714694,-0.374989453372756
10,10,11.025609,-0.520391269069344,0.106392597188616,0.034530989514202,-1.33481158740964
11,11,11.027276,-0.189895985318738,-0.585145304959833,-0.510616567438357,-0.0467381942256079
12,12,11.028942,-0.313063069682336,0.478626637602669,0.941083383598459,-0.459315902043368
13,13,11.030607,-0.524491943681389,-0.652263163163048,-0.711057572675624,0.720835652725075
14,14,11.032275,-1.46090320179989,0.256285431354967,1.01867738707407,-0.374364286984297
15,15,11.033941,-0.18218657020209,-0.936497107926575,0.854797864664795,0.00288416063766933
16,16,11.035609,-0.758190013917391,-0.0330418903575175,-1.60071199179567,-0.0467381942256079
17,17,11.037276,0.337703344914178,-0.48279133125419,1.20308321006375,-1.04051995631775
18,18,11.03894,-0.0592030433412704,1.11048507924097,-1.22972874987347,-0.578333584537158
19,19,11.040608,0.290932893206511,0.796734680634363,0.300062308898764,1.52864550025851
20,20,11.042275,1.56078369742017,0.0426595139574477,-1.78032214200251,-0.890061107851821
21,21,11.043942,0.69721172755377,-0.652263163163048,-0.8782189202902,0.0199592474977181
22,22,11.045608,-0.784989409322883,0.0236074871686758,0.98811529223611,-0.17708057976135
23,23,11.047276,-1.36180050605041,-0.395841123888408,-2.2377772053974,1.19527790488451
24,24,11.04894,-0.744331422457702,-1.33581542855109,-1.55023872943128,-1.25530851103315
25,25,11.050608,-1.9109770207348,0.884698293680401,0.924106871516002,1.69547995465174
26,26,11.052276,-0.810962795965877,-0.896210178513763,-0.15843582559781,-1.07565809852261
27,27,11.053943,0.290932893206511,-0.465563434689874,1.97591031904217,-0.22969942666255
28,28,11.055608,0.08254373145345,-2.59027991796697,0.798287953802578,-0.555256073031009
29,29,11.057275,0.982761121174315,-1.05237599384089,0.503622710301323,-0.728038897432635
30,30,11.058941,0.686223975437518,-0.123143789388889,-0.767288141287719,-0.26592540930954
31,31,11.060608,-0.267265472739388,1.9748187839295,0.400521992741143,0.44724015067928
32,32,11.062276,1.57372450136597,-0.718489224367638,0.753288862449956,-0.735780813130537
33,33,11.063943,0.555255697205885,-1.45024919796536,1.38979204479925,0.553160538626505
34,34,11.065607,0.982761121174315,-0.199443103055205,-0.06652670914044,0.00125216420498131
35,35,11.067274,0.0186253378363228,1.46332760196336,-0.165945045062735,-0.745810353068122
36,36,11.068942,1.00451268525343,0.731674035962064,0.807249217487783,-2.14300715383413
37,37,11.070608,0.93613751546887,0.996476940212404,-1.28835202319028,0.685780689997454
38,38,11.072276,-0.810962795965877,-1.18873986217585,1.0351530019109,0.959601116139867
39,39,11.073941,1.47230898108149,0.561725903383487,-0.06652670914044,-1.13761011658596
40,40,11.075608,0.686958205448627,0.667424115833968,-0.802089009342779,-1.08034613912757
41,41,11.077274,-1.9751120122052,1.94836889567488,-0.406329314665601,-1.1197001227962
42,42,11.078943,0.426673666510355,-1.20365719378919,-1.56025511252609,0.00908084307642162
43,43,11.080608,-0.0342407216278359,0.0236074871686758,2.67662406594433,-2.62171230704819
44,44,11.082277,-0.761126933961828,0.603782239114024,0.858678312279901,-0.0467381942256079
45,45,11.08394,0.0121090464877274,0.731674035962064,-0.532425343461014,-0.441469283093414
46,46,11.085608,0.780337578261518,-0.0517898954422131,1.03166590923746,-0.0946764069235888
47,47,11.087276,0.577007261284999,-0.4133730421568,0.894138936751581,-0.196173570560736
48,48,11.088942,0.238802562417745,0.226257207643363,-0.916234009156161,-0.657702538956017
49,49,11.090608,0.25991167523714,0.296112274588945,-0.06652670914044,-1.19871468478255
50,50,11.092276,-0.229636184670033,0.862606049850866,-0.0913528551918604,-0.726133502695505
51,51,11.093941,-1.22407731171656,0.798090617434542,-0.627260698676348,-0.109872316614164
52,52,11.095607,0.982761121174315,-0.144516515185444,-0.226531300102043,0.965694154309361
53,53,11.097277,1.52214484308554,-0.360675946783597,0.523865875645783,0.792064068656578
54,54,11.098942,-0.440451976609811,-1.48615456657903,-0.732153490480119,-0.741084966575417
55,55,11.100608,0.208423795708095,0.253321219740224,0.991575164658341,-1.02794778385652
56,56,11.102274,-0.164289713681299,-0.602008375479257,1.22525745142643,-0.249284798471762
57,57,11.103941,-0.811146353468654,-1.43609192061222,-0.034721568783265,-2.07972426413495
58,58,11.105608,1.44606025818433,-0.307472148570269,-0.538166808414987,-0.0512062651329705
59,59,11.107276,1.7046927795976,0.356308571996026,-0.761970152045192,-1.27521254888952
60,60,11.108942,0.331682658823081,-0.517145783814796,-0.545825069911127,-0.305613148272895
61,61,11.110608,-0.860706879218537,-1.36468735638153,-0.99924930495881,0.864982480316123
62,62,11.112274,-0.982166878806304,0.0236074871686758,1.18433158061551,-0.0712973153514331
63,63,11.113942,-1.38729370626613,-0.289636208597801,1.08205304851196,-1.16152431060013
64,64,11.115609,0.609129824271034,0.364365147154043,-0.345558988255407,-1.91488781473582
65,65,11.117276,0.776442488052582,0.884698293680401,0.714041499424713,0.329685952854194
66,66,11.118941,-1.84711736551856,0.177645150567266,0.61005389253208,-0.0921667821290061
67,67,11.120608,-0.0342407216278359,0.532494216536564,0.704390581669921,0.370278009286086
68,68,11.122275,-0.448895621737568,0.197203880196166,1.03102667956766,-1.05300451683527
69,69,11.123942,0.753681357708191,-0.107628548424202,0.861143083715277,1.08479386831699
70,70,11.125609,-0.555542530851205,-0.430803619857167,-0.386324438077635,0.0809765809817875
71,71,11.127275,-0.607764640391359,0.624861077263305,1.18937134319198,0.0655102908362854
72,72,11.128941,-1.09309067773465,-2.76052193819282,1.06393484769638,1.02673449889598
73,73,11.130607,0.982761121174315,-0.162859157998039,-0.872144565050939,-0.0840647992609215
74,74,11.132276,-2.12785938814137,-2.76052193819282,0.352783250039287,-0.239021658120206
75,75,11.133942,-0.727444132202187,-1.12861450316639,-0.668510758216838,-0.611109865996008
76,76,11.135608,0.436769329163109,-0.465563434689874,1.06105396340439,-0.259130343896768
77,77,11.137275,0.0121090464877274,-1.24812543503873,-0.898333570350258,0.19433709967548
78,78,11.138941,-0.18218657020209,-0.734906396387752,-2.32512944581495,0.140848640575158
79,79,11.140607,-0.439534189095925,-0.448234197557533,-0.593618253115402,0.0475774745595769
80,80,11.142277,0.793146220805321,-0.728040370222896,-0.434982868283484,0.545453328198018
81,81,11.143943,0.511569011544876,0.296112274588945,0.744471285992451,-0.904912794082165
82,82,11.145607,1.52214484308554,0.603782239114024,0.748488281097231,-1.62058646994081
83,83,11.147275,0.436769329163109,1.49051220933617,0.78060416142229,2.12740004699925
84,84,11.148941,1.35749376309426,0.862606049850866,-0.963579746191997,-0.0435709172460437
85,85,11.150609,-0.331785934965624,1.8778257262724,-0.06652670914044,-0.0417865194128808
86,86,11.152276,-0.0592030433412704,0.276148182687943,0.834880449867601,0.565550319807712
87,87,11.153942,-0.150981794729942,-0.568221430099593,2.28667834918541,-0.722625912789642
88,88,11.155607,0.982761121174315,2.02242554257079,1.18696435901122,0.81002357403993
89,89,11.157275,-0.940737950429459,0.667424115833968,-0.06652670914044,0.20550116241487
90,90,11.158941,1.78472385080852,0.197203880196166,0.940940142604388,-1.48887365388791
91,91,11.160609,1.57372450136597,-0.551297555239353,0.900913432550651,-0.461465459667769
92,92,11.162276,1.82510650141954,-0.637936647061298,0.867038499270354,-1.19619949582793
93,93,11.16394,-0.744331422457702,-1.63036178951689,-0.0754671612091188,0.60434637854737
94,94,11.165608,-0.354455286558626,0.0426595139574477,0.299223835914773,-0.373394614212214
95,95,11.167275,-0.920546625123951,-0.0330418903575175,0.367109580614602,-0.187181982240496
96,96,11.168942,1.89320633494994,0.603782239114024,-0.69382447625799,-1.05428804595684
97,97,11.170608,1.13786721102117,-1.02153805899076,0.234735490929481,0.559897793359518
98,98,11.172276,-1.2306027809403,0.197203880196166,0.658288847026483,0.00350253686472108
99,99,11.17394,-2.27812506663998,0.100119616027844,1.31351666168962,-0.770388379667654
100,100,11.175608,-0.386394292041883,-1.63036178951689,-1.39760250947258,-0.561313462853114
101,101,11.177276,-0.520299490317955,-0.500019227818506,0.918351573319611,0.641398591806715
102,102,11.178943,-0.741394502413264,1.86972861488718,0.67696104688923,0.665412940701643
103,103,11.180608,-0.0591112645898813,0.256285431354967,-0.366012998988337,-1.04454576756991
104,104,11.182275,0.167949366345691,0.276148182687943,-1.8661549569222,0.367621170019881
105,105,11.183941,-0.842901801449135,0.582703400964743,-0.5331741234861,-0.0236313253500832
106,106,11.185608,-0.207242169331197,0.396743458638155,-1.09427564816624,1.56165643578694
107,107,11.187276,-1.78063283801261,-1.21852385511851,0.782925691863594,-0.686868451279756
108,108,11.188943,-0.31343018468789,0.417112912811259,0.788485316614812,1.01738991649036
109,109,11.190607,2.14403766249517,1.51503662679832,1.36615147974025,0.157748692163374
110,110,11.192274,-1.78063283801261,-1.02153805899076,0.382587863296448,-0.318239830640979
111,111,11.193942,-0.207242169331197,-0.162859157998039,-0.593182505979231,-2.29463956852995
112,112,11.195608,-0.0342407216278359,1.22662137019806,-1.06395585818741,-1.50466209946907
113,113,11.197276,-0.616300064270505,-0.107628548424202,0.293102849261554,-0.335378292340829
114,114,11.198941,-0.546456434463726,0.996476940212404,1.21930848783618,-0.951864213903193
115,115,11.200608,-0.756343425439451,-0.652263163163048,0.187763600714579,1.70670965561806
116,116,11.202274,-0.965977107061343,-0.602008375479257,-0.06652670914044,-0.908434813081018
117,117,11.203943,0.127658494486065,0.753360917519497,-0.0674735551427458,0.620118320263999
118,118,11.205608,-0.811146353468654,0.0426595139574477,-0.0299830139046081,0.179129967357023
119,119,11.207277,0.210453941688812,0.336141798958973,0.902786721314245,1.1527516898373
120,120,11.20894,-0.520391269069344,-0.718489224367638,-1.59328621801888,0.918985765682036
121,121,11.210608,-0.842901801449135,0.216863950393091,-1.20534431335928,-1.31093813436391
122,122,11.212276,-0.348214331464196,-0.943586894065632,0.493518642298929,1.6884545895979
123,123,11.213942,-1.49652253521384,1.36408377029042,-0.569425473943747,-0.138603281376646
124,124,11.215608,0.686958205448627,1.9748187839295,-0.695876704705767,-0.14452930043708
125,125,11.217276,0.84426698532881,0.177645150567266,-0.567165300626071,-0.633605010583848
126,126,11.218941,-1.05371759338891,1.1597264612445,0.111813968152221,-0.642641678031209
127,127,11.220607,-0.368313878018315,-0.635562237552464,0.452582061880979,-2.44726523294719
128,128,11.222277,-0.142571189952684,-1.47842187587642,0.712468302774869,-0.474926577426574
129,129,11.223942,-0.529202029202656,-2.59027991796697,2.42042773090707,0.0874929668534681
130,130,11.225608,-0.758190013917391,0.646142596548637,0.709146316543193,-0.109708032431226
131,131,11.227274,-1.36180050605041,0.100119616027844,0.280001876224312,0.727518491859032
132,132,11.228941,1.42072932280106,-0.635562237552464,-0.456928638029443,1.73399073230449
133,133,11.230608,2.14403766249517,-0.943586894065632,0.871607708487795,-0.378010603660023
134,134,11.232276,-1.64447906032751,-0.162859157998039,-1.28238833389036,0.556225542039528
135,135,11.233942,0.84426698532881,0.996476940212404,0.147337065331596,-0.729949762022009
136,136,11.235608,-0.31343018468789,-1.36468735638153,0.312379695688063,-0.0733468124028732
137,137,11.237274,-0.529202029202656,2.00137001275215,1.140271141696,-0.360328457508602
138,138,11.238942,-1.58503396305307,-0.162859157998039,-0.06652670914044,-0.296559411114219
139,139,11.240609,1.78472385080852,0.506363551071217,0.82845981733426,1.48646794113801
140,140,11.242276,0.764511250372054,0.15818776150639,-0.797245143328293,-0.0764299229129818
141,141,11.243941,0.117838168087477,0.458054502293515,-0.935340394337387,-0.532354744760096
142,142,11.245608,-0.974328973437712,-0.0325674881687534,-0.476128732272212,0.582684254733291
143,143,11.247275,0.630973167101538,-1.38743385491824,0.461414810281783,0.00224277330807014
144,144,11.248942,0.471920590944971,-0.089083224475557,-0.480159783736225,-0.230844983476641
