"X",".groups","time","HR1","HR2","Resp1","Resp2"
1,1,7.8387917,0.294306216158971,-0.357979062278465,0.323156930134912,1.33801735642577
2,2,7.8404583,2.63673985296508,-0.677606703526116,-0.355697582781455,0.159203782602841
3,3,7.842125,0.43771949532451,-0.278196412393747,1.32186151920783,0.657193710229501
4,4,7.8437917,0.261306179497625,-0.70163369972851,0.913147030846626,0.3229557659759
5,5,7.8454583,0.130946278219936,1.81861876984575,-0.482406801837154,0.231156242410834
6,6,7.847125,-1.31234793102506,1.81861876984575,0.645655878943593,0.600810546361766
7,7,7.8487917,-0.0326811483154021,-0.372104987641974,-1.21260754750447,0.806210263108845
8,8,7.8504583,0.349138517575981,-1.77063372884299,-0.412415184478519,-1.38273268223776
9,9,7.852125,1.65008106700708,-0.47090445330459,-1.78816797814564,0.344759177068289
10,10,7.8537917,0.232857872030952,-0.778310311122981,-1.71851674329049,0.512201947905473
11,11,7.8554583,3.94470802345577,-1.4942462310506,-1.24677804981563,0.588263574790678
12,12,7.857125,-0.166891562176087,0.532383182617294,0.230493853701286,-1.55543741057497
13,13,7.8587917,-0.631048157685011,-1.0576417372523,-1.2256113091545,-0.989655364425755
14,14,7.8604583,-0.442221913133278,2.01145181674635,-0.183060966311766,-0.0705448051833084
15,15,7.862125,0.57446360251212,-0.240719467551784,1.17746954748042,-0.802491180789196
16,16,7.8637917,1.53037116877931,-0.522847797080577,0.773486702883236,-1.47201903434467
17,17,7.8654583,-0.842212844008113,1.8920566823179,0.337425936055912,-1.10732695324558
18,18,7.867125,0.0904472870301106,-1.61715470479755,-1.11655248444706,-0.94113581825126
19,19,7.8687917,0.632293360569849,-0.541914317029353,-1.67604785309554,0.0246536489576477
20,20,7.8704583,0.145339479620734,-1.01347021219105,0.483182820200391,0.479958084509786
21,21,7.872125,0.349138517575981,-0.439923843596373,-0.344298320438159,-1.21461611765893
22,22,7.8737917,-0.604386925560045,-0.815906073785428,1.58579427025219,0.988755517540414
23,23,7.8754583,-0.194784427306826,1.00247628403005,0.645205004603938,-1.08900018992456
24,24,7.877125,-0.0260024061823762,1.03413784087929,-1.69777956782918,1.00325365810432
25,25,7.8787917,0.0880323203521267,-0.47090445330459,0.911795422548605,-1.4608466080987
26,26,7.8804583,0.51239026500784,-0.293433225976378,0.26865344953866,0.878023059973553
27,27,7.882125,-0.81993501790036,-0.62532537138816,0.367484676353344,0.958557860952821
28,28,7.8837917,-0.868270334463583,-0.134044376013559,0.288790361187931,2.2295136427709
29,29,7.8854583,-0.360668488417688,-0.518021522088329,0.608753747849949,0.572587209004044
30,30,7.887125,-0.750178463910062,-0.337871239949796,0.827621050549248,0.560400132236643
31,31,7.8887917,-0.590259370493824,-0.240719467551784,0.47457392770759,0.0246536489576477
32,32,7.8904583,0.232181681361114,-0.7094968995614,1.00395643760827,0.796238907714288
33,33,7.892125,-0.0260024061823762,0.96368217865982,0.956786119784085,-0.890137673669997
34,34,7.8937917,-0.894279525585495,0.994647877116774,0.298689865975314,-1.24216764122949
35,35,7.8954583,3.64503674035783,-0.349407578010565,-1.64392133700684,0.745147096055469
36,36,7.897125,2.56866194231265,1.01032954302876,-1.03941790812005,-0.585501724312404
37,37,7.8987917,-1.59422042671292,-0.491024701675978,1.14584926439624,0.821009052146077
38,38,7.9004583,0.738769241402255,1.01823250619835,1.05900741652744,0.0499850763918166
39,39,7.902125,0.261306179497625,-0.685691086919412,0.518474476408405,-1.20381957815672
40,40,7.9037917,0.00222855428328133,-0.477252868825804,1.65403898913155,-0.322250478990717
41,41,7.9054583,1.53037116877931,-0.798514584395238,0.550838775438422,1.34850319537803
42,42,7.907125,-0.110816035913249,-0.522847797080577,-1.40232135373557,0.851507052598618
43,43,7.9087917,-0.693595794644851,-0.683678067998856,1.38599684375567,0.545944179933689
